,Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments,Unnamed: 20,Unnamed: 21,"4,6",Made Available,Unnamed: 2
429,Robust Watermarking of Neural Network with Exponential Weighting,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
430,A Closer Look Tells More: A Facial Distortion Based Liveness Detection for Face Authentication,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
431,R2Q: A Risk Quantification Framework to Authorize Requests in Web-based Collaborations,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
432,Security is the Weakest Link: Prevalent Culture of Victim Blaming in Cyberattacks,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
433,Exploiting Sound Masking for Audio Privacy in Smartphones,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
434,MoSSOT: An Automated Blackbox Tester for Single Sign-On Vulnerabilities in Mobile Applications,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
435,MagAttack: Guessing Application Launching and Operation via Smartphone,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
436,Towards Understanding Android System Vulnerabilities: Techniques and Insights,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
437,AndrEnsemble: Leveraging API Ensembles to Characterize Android Malware Families,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
438,EPISODE: Efficient Privacy-PreservIng Similar Sequence Queries on Outsourced Genomic DatabasEs,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
439,Revisiting Assumptions for Website Fingerprinting Attacks,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
440,Can I Opt Out Yet?: GDPR and the Global Illusion of Cookie Control,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
441,Understanding Users' Risk Perceptions about Personal Health Records Shared on Social Networking Services,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
442,Purchased Fame: Exploring the Ecosystem of Private Blog Networks,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
443,TweetScore: Scoring Tweets via Social Attribute Relationships for Twitter Spammer Detection,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
445,SoK: On DFA Vulnerabilities of Substitution-Permutation Networks,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
446,Practical Side-Channel Attacks against WPA-TKIP,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
448,Process-Aware Cyberattacks for Thermal Desalination Plants,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
449,Misbinding Attacks on Secure Device Pairing and Bootstrapping,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
450,Alexa Lied to Me: Skill-based Man-in-the-Middle Attacks on Virtual Assistants,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
451,HADES-IoT: A Practical Host-Based Anomaly Detection System for IoT Devices,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
452,A Pilot Study on Consumer IoT Device Vulnerability Disclosure and Patch Release in Japan and the United States,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
453,E-Spion: A System-Level Intrusion Detection System for IoT Devices,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
455,Proper Usage of the Group Signature Scheme in ISO/IEC 20008-2,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
457,Examining DES-based Cipher Suite Support within the TLS Ecosystem,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
458,From Attacker Models to Reliable Security,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
459,Pinpoint Rowhammer: Suppressing Unwanted Bit Flips on Rowhammer Attacks,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
460,RIP-RH: Preventing Rowhammer-based Inter-Process Attacks,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
461,eHIFS: An Efficient History Independent File System,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
462,Thermanator: Thermal Residue-Based Post Factum Attacks on Keyboard Data Entry,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
463,Design Procedure of Knowledge Base for Practical Attack Graph Generation,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
464,On the Difficulty of Hiding the Balance of Lightning Network Channels,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
465,A New Blind ECDSA Scheme for Bitcoin Transaction Anonymity,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
466,On The Unforkability of Monero,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
469,"A Feature-Oriented Corpus for Understanding, Evaluating and Improving Fuzz Testing",,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
470,How to Securely Record Logs based on ARM TrustZone,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
471,Characterizing Adversarial Subspaces by Mutual Information,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
472,A Data Life Cycle Modeling Proposal by Means of Formal Methods,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
473,Cracking the Graph Routes in WirelessHART Networks,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
474,Fidelity: A Property of Deep Neural Networks to Measure the Trustworthiness of Prediction Results,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
475,Towards Identifying Early Indicators of a Malware Infection,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
477,IoT Application-Centric Access Control (ACAC),,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
478,"High Efficiency, Low-noise Meltdown Attack by using a Return Stack Buffer",,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
480,"AI and Security: Lessons, Challenges and Future Directions",,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
481,Proofs or Remote Execution and Mitigation of TOCTOU Attacks,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
482,Global Communication Guarantees in the Presence of Adversaries,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
483,The Lazarus Effect: Healing Compromised Devices in the Internet of Small Things,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
484,AuthCTC: Defending Against Waveform Emulation Attack in Heterogeneous IoT Environments,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
485,DeepPower: Non-intrusive and Deep Learning-based Detection of IoT Malware Using Power Side Channels,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
487,PassTag: A Graphical-Textual Hybrid Fallback Authentication System,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
489,Provable-Security Model for Strong Proximity-based Attacks: With Application to Contactless Payments,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
491,Inspecting TLS Anytime Anywhere: A New Approach to TLS Interception,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
492,Preparing Network Intrusion Detection Deep Learning Models with Minimal Data Using Adversarial Domain Adaptation,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
493,Creating Character-based Templates for Log Data to Enable Security Event Classification,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
494,In-Network Filtering of Distributed Denial-of-Service Traffic with Near-Optimal Rule Selection,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
495,Revisiting Shared Data Protection Against Key Exposure,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
496,Catch You If You Deceive Me: Verifiable and Privacy-Aware Truth Discovery in Crowdsensing Systems,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
497,Efficient Secure Computation of Order-Preserving Encryption,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
499,Measuring the Impact of the GDPR on Data Sharing in Ad Networks,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
501,What risk? I don't understand. An Empirical Study on Users' Understanding of the Terms Used in Security Texts,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
503,Privacy-Preserving OpenID Connect,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
504,Assessing the Privacy Benefits of Domain Name Encryption,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
507,Adversarial Attack against Deep Reinforcement Learning with Static Reward Impact Map,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
508,Membership Encoding for Deep Learning,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
509,SirenAttack: Generating Adversarial Audio for End-to-End Acoustic Systems,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
510,Adversarial Attacks on Link Prediction Algorithms Based on Graph Neural Networks,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
512,To Get Lost is to Learn the Way: Automatically Collecting Multi-step Social Engineering Attacks on the Web,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
514,Assessing the Impact of Script Gadgets on CSP at Scale,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
515,Contextual and Granular Policy Enforcement in Database-backed Applications,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
517,NativeX: Native Executioner Freezes Android,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
520,CoDaRR: Continuous Data Space Randomization against Data-Only Attacks,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
521,Fail-safe Watchtowers and Short-lived Assertions for Payment Channels,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
522,Investigating MMM Ponzi Scheme on Bitcoin,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
524,OptiSwap: Fast Optimistic Fair Exchange,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
525,BOREALIS: Building Block for Sealed Bid Auctions on Blockchains,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
526,Rational Manager in Bitcoin Mining Pool: Dynamic Strategies to Gain Extra Rewards,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
529,XSS Vulnerabilities in Cloud-Application Add-Ons,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
531,A Comb for Decompiled C Code,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
536,Social Botnet Community Detection: A Novel Approach based on Behavioral Similarity in Twitter Network using Deep Learning,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
537,LiS: Lightweight Signature Schemes for Continuous Message Authentication in Cyber-Physical Systems,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
540,Detecting Insecure Code Patterns in Industrial Robot Programs,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
541,EchoLock: Towards Low-effort Mobile User Identification Leveraging Structure-borne Echos,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
542,Formal Analysis and Implementation of a TPM 2.0-based Direct Anonymous Attestation Scheme,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
543,DISKSHIELD: A Data Tamper-Resistant Storage for Intel SGX,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
544,Take A Way: Exploring the Security Implications of AMD's Cache Way Predictors,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
548,Lattice Klepto Revisited,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
549,It all Started with Compression: Another Look at Reconciliation Mechanism,,,,AsiaCCS,2020.0,,,,,,,,,,,,,,,,,,,
550,"Trustworthy Machine Learning: Past, Present, and Future",,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
551,Robust and Verifiable Information Embedding Attacks to Deep Neural Networks via Error-Correcting Codes,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
552,IPGuard: Protecting Intellectual Property of Deep Neural Networks via Fingerprinting the Classification Boundary,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
553,A Diversity Index based Scoring Framework for Identifying Smart Meters Launching Stealthy Data Falsification Attacks,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
555,ConAML: Constrained Adversarial Machine Learning for Cyber-Physical Systems,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
556,EchoVib: Exploring Voice Authentication via Unique Non-Linear Vibrations of Short Replayed Speech,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
557,HVAC: Evading Classifier-based Defenses in Hidden Voice Attacks,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
559,Careful Who You Trust: Studying the Pitfalls of Cross-Origin Communication,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
560,Oversharing Is Not Caring: How CNAME Cloaking Can Expose Your Session Cookies,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
561,P2DPI: Practical and Privacy-Preserving Deep Packet Inspection,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
562,Camoufler: Accessing The Censored Web By Utilizing Instant Messaging Channels,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
563,Red Alert for Power Leakage: Exploiting Intel RAPL-Induced Side Channels,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
564,PLI-TDC: Super Fine Delay-Time Based Physical-Layer Identification with Time-to-Digital Converter for In-Vehicle Networks,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
565,HECTOR-V: A Heterogeneous CPU Architecture for a Secure RISC-V Execution Environment,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
566,CrypTag: Thwarting Physical and Logical Memory Vulnerabilities using Cryptographically Colored Memory,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
568,Secure Role and Rights Management for Automotive Access and Feature Activation,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
569,Pipa: Privacy-preserving Password Checkup via Homomorphic Encryption,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
570,Multi-User Collusion-Resistant Searchable Encryption with Optimal Search Time,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
572,On Detecting Deception in Space Situational Awareness,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
573,AMEBA: An Adaptive Approach to the Black-Box Evasion of Machine Learning Models,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
574,Stealing Deep Reinforcement Learning Models for Fun and Profit,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
575,"Streamlet: An Absurdly Simple, Textbook Blockchain Protocol",,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
576,REFIT: A Unified Watermark Removal Framework For Deep Learning Systems With Limited Data,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
577,Recompose Event Sequences vs. Predict Next Events: A Novel Anomaly Detection Approach for Discrete Event Logs,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
578,Robust Roadside Physical Adversarial Attack Against Deep Learning in Lidar Perception Modules,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
580,Morshed: Guiding Behavioral Decision-Makers towards Better Security Investment in Interdependent Systems,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
581,Analyzing the Overhead of File Protection by Linux Security Modules,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
582,Security Analysis on Practices of Certificate Authorities in the HTTPS Phishing Ecosystem,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
583,ARGUS: Assessing Unpatched Vulnerable Devices on the Internet via Efficient Firmware Recognition,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
584,Filtering DDoS Attacks from Unlabeled Network Traffic Data Using Online Deep Learning,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
585,Bypassing Push-based Second Factor and Passwordless Authentication with Human-Indistinguishable Notifications,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
586,"Click This, Not That: Extending Web Authentication with Deception",,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
587,Analyzing Spatial Differences in the TLS Security of Delegated Web Services,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
588,Hash-Enabled Garbling and the Insecurity of Free-Hashing Garbled Circuits,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
589,Look Before You Leap: Secure Connection Bootstrapping for 5G Networks to Defend Against Fake Base-Stations,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
590,Efficient Graph Encryption Scheme for Shortest Path Queries,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
591,How to Take Over Drones,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
594,"Privilege-Escalation Vulnerability Discovery for Large-scale RPC Services: Principle, Design, and Deployment",,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
596,Low-Cost Hiding of the Query Pattern,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
597,Horizontal Privacy-Preserving Linear Regression Which is Highly Efficient for Dataset of Low Dimension,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
598,Accelerating Secure (2+1)-Party Computation by Insecure but Efficient Building Blocks,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
599,Encrypted Databases: Progresses and Challenges,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
601,Understanding the Privacy Implications of Adblock Plus's Acceptable Ads,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
602,Privacy-preserving Density-based Clustering,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
605,BugGraph: Differentiating Source-Binary Code Similarity with Graph Triplet-Loss Network,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
606,Evaluating Synthetic Bugs,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
609,Identifying Behavior Dispatchers for Malware Analysis,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
610,MalPhase: Fine-Grained Malware Detection Using Network Flow Data,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
613,Fact and Fiction: Challenging the Honest Majority Assumption of Permissionless Blockchains,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
614,Non-Intrusive and High-Efficient Balance Tomography in the Lightning Network,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
615,Redactable Blockchain Supporting Supervision and Self-Management,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
616,Non-Equivocation in Blockchain: Double-Authentication-Preventing Signatures Gone Contractual,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
617,(Mis)managed: A Novel TLB-based Covert Channel on GPUs,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
618,Scanning the Cycle: Timing-based Authentication on PLCs,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
619,Transduction Shield: A Low-Complexity Method to Detect and Correct the Effects of EMI Injection Attacks on Sensors,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
620,Analysis and Takeover of the Bitcoin-Coordinated Pony Malware,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
621,See through Walls: Detecting Malware in SGX Enclaves with SGX-Bouncer,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
622,UltraPIN: Inferring PIN Entries via Ultrasound,,,,AsiaCCS,2021.0,,,,,,,,,,,,,,,,,,,
623,New Multiparty Computational Model: From Nakamoto to YOSO,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
624,SMS OTP Security (SOS): Hardening SMS-Based Two Factor Authentication,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
625,Multi-Key Homomorphic MACs with Efficient Verification for Quadratic Arithmetic Circuits,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
626,Iterative Oblivious Pseudo-Random Functions and Applications,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
627,Tight Leakage-Resilient Identity-based Encryption under Multi-challenge Setting,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
628,Duplicates also Matter! Towards Secure Deletion on Flash-based Storage Media by Removing Duplicates,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
629,Hearing Check Failed: Using Laser Vibrometry to Analyze the Potential for Hard Disk Drives to Eavesdrop Speech Vibrations,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
630,GraphTrack: A Graph-based Cross-Device Tracking Framework,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
631,SteinerLog: Prize Collecting the Audit Logs for Threat Hunting on Enterprise Network,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
632,Evaluating Blockchain Protocols with Abusive Modeling,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
634,AuxChannel: Enabling Efficient Bi-Directional Channel for Scriptless Blockchains,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
635,Eliminating Sandwich Attacks with the Help of Game Theory,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
636,TRAP: The Bait of Rational Players to Solve Byzantine Consensus,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
638,BLURtooth: Exploiting Cross-Transport Key Derivation in Bluetooth Classic and Bluetooth Low Energy,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
639,"Mirror, Mirror on the Wall: Wireless Environment Reconfiguration Attacks Based on Fast Software-Controlled Surfaces",,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
640,Wireless Manipulation of Serial Communication,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
641,The 5G Key-Establishment Stack: In-Depth Formal Verification and Experimentation,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
642,Missed Opportunities: Measuring the Untapped TLS Support in the Industrial Internet of Things,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
643,On the Security of the FLARM Collision Warning System,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
644,Hopper: Per-Device Nano Segmentation for the Industrial IoT,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
647,Confusing and Detecting ML Adversarial Attacks with Injected Attractors,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
649,Markov Chain Monte Carlo-Based Machine Unlearning: Unlearning What Needs to be Forgotten,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
650,Membership Feature Disentanglement Network,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
651,Privacy-Preserving Deep Sequential Model with Matrix Homomorphic Encryption,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
652,Cellular Security: Why is it difficult?,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
653,Aggregating and Thresholdizing Hash-based Signatures using STARKs,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
654,Hierarchical Identity-based Puncturable Encryption from Lattices with Application to Forward Security,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
655,"Public-key Authenticated Encryption with Keyword Search: Cryptanalysis, Enhanced Security, and Quantum-resistant Instantiation",,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
658,Machine Learning-based Online Social Network Privacy Preservation,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
659,Towards a Utopia of Dataset Sharing: A Case Study on Machine Learning-based Malware Detection Algorithms,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
661,WearRF-CLA: Continuous Location Authentication with Wrist Wearables and UHF RFID,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
662,PeriScope: Comprehensive Vulnerability Analysis of Mobile App-defined Bluetooth Peripherals,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
664,SoK: A Survey Of Indirect Network-level Covert Channels,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
665,TargetFuzz: Using DARTs to Guide Directed Greybox Fuzzers,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
669,SoK: The Evolution of Trusted UI on Mobile,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
671,"Veksel: Simple, Efficient, Anonymous Payments with Large Anonymity Sets from Well-Studied Assumptions",,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
673,"DPaSE: Distributed Password-Authenticated Symmetric-Key Encryption, or How to Get Many Keys from One Password",,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
674,"SoK: Password-Authenticated Key Exchange -- Theory, Practice, Standardization and Real-World Lessons",,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
675,ASAP: Algorithm Substitution Attacks on Cryptographic Protocols,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
677,EnclaveTree: Privacy-preserving Data Stream Training and Inference Using TEE,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
678,SoK: Design Tools for Side-Channel-Aware Implementations,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
680,SoK: Exploring Current and Future Research Directions on XS-Leaks through an Extended Formal Model,,,,AsiaCCS,2022.0,,,,,,,,,,,,,,,,,,,
